500 100000
124 167 7.2033
324 8 0.2130
124 141 4.3206
308 9 7.8772
79 65 4.9818
177 329 0.7834
105 317 3.2385
28 405 1.5527
169 253 1.4483
428 194 9.5347
333 379 0.1437
86 41 2.4546
196 363 6.4845
65 214 1.2303
488 304 0.7394
112 314 4.2343
495 242 9.2906
239 472 4.7872
121 204 3.8444
380 305 9.8137
306 448 3.9895
373 479 9.5025
409 392 4.5512
187 481 5.9818
497 39 2.6648
195 146 9.9913
66 170 7.3328
388 325 7.9745
455 459 2.4388
359 491 9.4616
223 176 9.1732
429 426 8.2824
136 495 1.2031
497 102 7.3580
341 434 5.3573
161 311 7.3438
487 127 5.3121
387 209 9.8313
176 157 5.7637
472 327 4.6541
486 142 8.4816
323 397 6.9843
73 201 4.4624
496 330 3.6329
264 204 4.5952
491 283 3.1065
52 269 2.2294
481 145 4.9983
188 23 4.4813
231 10 4.0161
49 350 1.5523
107 237 6.7236
406 271 7.0498
183 368 2.4160
218 429 2.9256
114 103 0.9256
213 160 7.1870
442 477 1.0465
102 205 4.2054
69 456 8.4672
410 398 5.8183
345 43 8.0255
410 430 9.9871
288 205 6.7732
297 474 4.6709
180 205 2.7177
83 53 1.5968
256 82 3.7299
312 495 1.2035
336 45 8.4244
241 237 5.5092
429 270 4.7051
273 168 5.9023
384 498 0.1230
109 359 5.2782
95 134 9.0679
396 12 9.6043
73 202 4.4759
256 445 0.2686
24 267 6.5740
299 288 5.8794
86 426 8.1669
336 8 0.2065
27 443 0.1712
237 120 2.6766
286 490 3.9247
275 382 4.0270
188 139 5.0312
316 450 2.3445
427 29 8.6173
409 13 2.1386
155 488 9.5313
321 437 0.6571
78 211 4.4863
124 186 3.9548
147 334 1.8749
347 424 2.2717
53 238 8.9161
428 345 1.7230
385 250 2.0978
385 110 4.3969
451 170 8.7374
109 202 1.7487
223 446 5.3060
354 284 8.3978
180 94 0.3287
374 68 4.9455
143 202 1.0224
251 446 3.6930
216 13 9.5593
213 308 4.1984
300 327 5.0192
231 475 6.1635
401 56 2.4571
499 359 9.3996
112 227 8.6736
135 54 2.2771
447 176 6.8756
209 466 0.6794
202 426 3.1261
303 476 3.0649
274 452 9.2699
461 61 4.5346
322 160 0.3349
366 416 3.7277
265 155 3.1284
138 197 1.7342
489 493 2.2170
42 160 0.2550
210 117 5.1268
164 491 4.9771
111 117 9.6502
231 149 5.0510
128 257 2.3997
489 237 6.8148
344 118 0.1170
404 71 5.7905
211 24 9.2767
169 57 9.1416
218 487 8.1927
401 158 9.8577
289 287 6.4822
52 91 2.4985
262 267 2.7682
151 423 8.9367
259 462 9.3908
112 429 4.0453
279 214 1.7939
354 283 8.9179
91 468 7.8828
274 289 8.2548
46 362 9.7360
72 34 6.7990
325 460 9.6080
480 94 7.7569
244 247 1.3356
476 90 6.7557
383 148 4.4450
318 185 4.2366
202 261 4.3074
419 285 4.6760
177 284 8.9879
19 362 3.1163
22 408 2.6968
127 8 6.3880
245 124 9.3098
144 404 3.4391
292 176 0.9055
440 71 8.1701
161 366 5.7818
370 9 7.2990
361 411 4.0538
50 321 7.0817
148 38 8.9429
158 96 9.1321
259 101 9.5619
435 282 2.6207
357 180 6.6949
78 128 1.7637
91 157 5.3725
180 39 9.1387
30 80 7.1624
70 113 1.6177
473 444 7.1866
185 170 9.3886
90 272 6.4719
39 327 7.9009
224 426 1.0134
194 190 4.3880
386 487 1.7889
238 480 6.8236
379 415 0.8024
130 171 6.2213
293 478 4.5184
127 20 8.9006
449 192 8.9023
6 368 2.7034
298 262 8.1695
29 353 8.4242
498 394 0.4473
229 479 5.2270
158 146 3.7923
247 212 6.5115
163 364 8.4014
313 473 7.8332
186 123 9.6371
204 410 9.5384
413 70 1.3580
433 26 7.4003
376 353 5.8233
422 390 1.2005
469 193 8.2725
246 190 8.0194
6 359 9.0092
55 312 2.4156
159 355 7.5702
256 334 4.8172
320 445 5.5228
24 225 5.0764
88 41 7.0706
353 452 3.1670
26 445 6.3679
400 126 7.8640
340 156 6.5064
468 183 4.3192
409 112 8.5061
39 414 0.9879
209 439 8.9811
169 416 6.1409
196 496 3.2263
331 193 3.5830
492 39 0.1569
168 141 4.6397
132 354 1.8224
288 12 7.4037
287 428 6.0604
291 8 4.4106
313 340 3.7588
71 366 4.8908
94 359 5.5559
390 409 0.4915
133 140 6.3572
99 321 1.2076
269 315 8.7482
145 294 7.9551
480 498 1.6820
5 104 0.7651
299 149 9.9234
245 337 4.2992
436 368 6.5347
28 209 1.1801
351 65 6.4383
328 198 7.0529
106 382 7.0843
370 7 5.2466
123 128 5.9330
94 18 6.2944
263 52 3.2126
210 123 7.5942
431 250 3.7125
83 319 7.3166
427 299 5.9348
12 107 7.3502
86 290 6.7510
92 174 6.2019
59 413 0.7213
258 312 0.0771
120 339 9.1921
34 345 0.6970
262 3 5.3953
431 456 1.7644
96 296 3.6221
137 45 9.6746
172 188 4.0819
398 246 1.7828
360 341 8.1539
123 441 9.2112
263 154 4.7717
371 150 7.0477
338 146 0.9446
420 181 3.7804
5 245 8.9367
433 32 3.7169
480 134 7.3991
158 134 6.6963
8 196 8.0849
96 190 1.9249
491 21 1.3245
455 179 4.1287
193 419 1.7597
371 406 4.8574
289 136 5.5142
485 380 5.6071
428 149 8.6493
261 459 9.9383
16 114 1.7698
20 287 5.4967
468 94 0.8893
319 421 4.9606
422 139 0.0748
235 148 8.6198
297 423 7.6088
256 485 5.6087
210 458 5.1786
455 90 0.3583
364 35 8.1659
89 499 0.5828
328 323 6.1008
440 278 3.1961
108 235 5.6199
132 447 5.1092
71 468 5.2445
71 334 5.5943
371 235 0.6270
155 26 4.0445
303 283 6.9926
250 181 5.1263
274 337 8.8496
208 1 8.2329
348 307 2.5250
382 366 3.2187
468 435 5.7848
230 263 1.1964
393 170 7.9684
142 299 6.8205
138 148 9.7031
181 188 9.9358
37 311 1.4885
5 315 0.2024
22 240 0.2148
491 423 7.1423
475 220 5.0273
109 82 4.1286
372 14 7.0314
33 469 5.7413
449 59 2.3310
10 104 8.7829
371 52 1.7128
334 378 3.7876
278 414 4.4258
371 305 5.5712
444 485 9.7427
316 96 1.8642
419 429 2.8222
111 128 0.5931
209 36 6.2174
169 208 5.1479
71 171 4.4983
346 60 4.6485
286 120 6.3960
101 431 4.0456
184 350 6.0972
277 427 0.0980
293 383 5.0781
76 91 2.0552
167 341 2.4738
401 50 8.0145
193 303 4.9866
69 349 4.6005
144 366 6.0162
452 351 3.9991
173 264 4.6683
385 198 0.1108
496 115 3.3324
217 346 0.9180
441 93 7.9744
51 66 4.0127
251 190 8.3115
331 228 6.2514
247 117 2.4739
149 321 8.7634
444 391 4.3368
398 89 5.2156
110 17 3.0723
378 164 8.8822
67 95 0.3375
322 499 7.5943
293 313 5.7876
297 231 1.4653
450 120 9.4420
197 174 7.7853
431 13 6.7103
246 182 5.5841
285 27 9.2029
45 345 8.2864
459 169 7.4955
36 170 3.7563
150 245 3.0319
148 111 5.6638
473 131 9.0933
140 439 0.7143
349 333 5.2868
48 385 1.9141
441 135 8.2696
437 190 7.2987
438 332 2.6849
329 319 2.2155
135 428 4.6730
477 330 8.3997
295 384 1.4157
233 379 6.0592
127 318 3.4949
66 370 1.0701
386 66 6.4387
43 488 6.0376
320 20 4.8549
483 349 8.4626
463 361 5.8293
128 140 9.7749
411 488 7.2211
393 14 4.7665
154 449 5.6163
117 496 2.5451
282 319 4.9440
333 294 7.7994
447 326 0.2666
291 429 2.7855
439 180 1.7331
74 413 1.8858
105 272 7.0427
311 126 3.9057
286 164 2.1813
90 110 3.3282
413 355 5.9823
68 108 5.3209
120 429 9.7976
446 197 9.5703
202 349 0.6381
14 40 5.2154
197 113 5.8234
12 347 4.2752
384 201 6.9866
492 57 2.1826
222 322 2.7693
291 48 5.7234
168 474 7.4425
359 164 1.0837
137 102 6.5581
297 470 4.1074
102 176 7.7952
37 323 3.4295
312 313 1.0525
410 338 7.4494
144 486 6.1255
418 323 4.9050
295 185 1.6899
351 213 3.2072
468 93 4.0166
476 168 1.8654
52 132 6.2037
259 423 3.9930
252 140 6.2826
483 206 9.5048
120 407 2.7724
20 118 8.0976
476 234 5.0299
171 245 6.6165
370 251 8.2532
343 13 5.0675
310 9 4.3863
166 415 6.5628
202 180 9.0439
469 448 8.8591
228 211 0.2804
51 234 4.3985
380 478 0.5182
30 322 6.0153
320 442 8.5698
190 90 0.4774
261 42 0.0436
279 69 2.5326
275 135 3.0882
392 358 5.5232
229 295 6.9152
158 340 6.8915
383 345 8.4893
190 334 1.3929
350 437 4.6078
76 252 3.4859
214 117 7.1928
402 264 1.7552
338 398 2.5848
12 299 0.7999
388 456 0.9342
312 486 2.7906
497 376 0.5285
88 325 1.8627
159 422 7.8331
231 384 9.7228
90 239 9.7331
100 229 9.7668
346 283 3.3762
31 376 4.8124
448 412 0.5057
115 469 3.9484
171 426 8.8288
125 159 3.8064
410 67 5.0595
166 403 2.1976
187 129 9.2627
372 162 7.5081
42 421 2.3408
431 259 0.6345
315 199 4.4766
340 58 5.8570
104 123 1.8321
451 486 8.4209
271 331 3.3211
3 282 2.6781
283 1 0.1473
242 112 3.5040
309 12 7.4600
144 246 6.5885
258 260 9.8635
300 251 9.6805
408 228 2.3772
345 446 1.8328
39 165 9.0029
365 330 1.0368
320 224 7.7303
320 363 3.5551
0 26 0.1794
172 341 4.3484
129 400 7.6986
115 77 6.6497
271 285 2.2970
362 285 8.9976
3 449 6.6552
456 383 1.2521
229 0 5.5688
456 228 3.9398
278 339 5.4258
230 483 3.2913
329 143 2.8292
410 12 9.9598
79 76 0.8310
390 454 5.2284
437 223 3.4681
3 194 8.5992
213 26 4.6075
3 136 5.3238
380 56 0.5023
20 31 1.0163
494 129 1.1609
34 210 9.3791
115 198 9.5570
314 399 6.4044
382 63 7.9846
174 369 9.2298
374 151 5.6868
182 28 0.4829
100 325 7.7820
148 73 3.8357
421 361 9.5835
360 460 4.7490
353 202 6.3802
120 83 4.2990
242 408 0.7914
67 268 1.6887
36 193 7.6537
46 359 6.1178
114 61 9.2371
291 444 8.2337
489 441 8.7904
360 265 1.9664
478 42 8.4803
362 30 3.1942
277 225 7.1166
476 225 3.0608
269 353 1.4791
397 463 4.1517
192 341 9.5494
141 158 0.9656
292 108 7.7759
103 465 9.9302
289 198 7.9273
147 3 5.3093
376 468 6.9002
278 266 9.6781
259 394 3.3557
396 274 8.0979
321 96 5.0075
273 9 9.0892
277 399 8.1733
286 123 6.5421
183 131 1.0361
211 204 2.1404
185 174 4.7970
410 213 2.2402
374 83 9.6478
162 224 7.0514
23 297 9.8432
284 271 0.0968
337 49 8.3473
147 217 8.7450
86 212 8.7125
206 52 0.0625
481 407 7.0548
236 397 8.8241
186 486 0.7552
113 67 5.1008
243 183 2.0755
19 337 5.9277
200 133 7.8237
499 456 2.8158
286 428 3.6802
358 115 0.6058
338 259 4.6922
58 273 6.9131
269 417 1.9627
345 138 3.5810
37 258 3.4964
400 14 4.5681
444 230 7.5840
472 423 7.4296
246 64 3.1607
341 206 0.2016
308 230 3.3559
35 0 1.2454
459 394 4.0032
477 409 6.1323
360 66 8.1627
112 109 5.6209
498 450 8.8156
382 361 0.9239
59 18 6.0550
142 497 3.5733
456 219 0.4513
220 414 4.9232
379 131 4.6910
320 322 4.7168
245 400 8.0742
455 449 5.9755
32 296 6.3613
262 64 6.4126
108 423 9.7445
488 295 5.5841
413 3 1.9117
334 177 2.0039
382 336 0.9111
459 445 7.4483
395 322 7.1171
405 92 0.7446
89 74 2.0081
121 414 3.8551
134 159 8.7491
10 255 7.4836
18 494 8.5398
167 160 4.5123
493 116 5.9246
27 7 6.5041
67 284 5.5638
380 173 3.6909
33 99 5.0297
458 304 6.4405
103 194 8.2715
190 304 8.1507
216 181 6.4629
290 123 9.4923
55 182 2.4459
231 280 5.2962
171 255 3.9637
175 118 2.5626
390 485 6.3982
64 411 2.6729
225 219 1.1089
194 276 5.4401
274 71 4.0442
118 176 7.0387
203 138 1.7795
256 262 7.2564
89 85 5.3403
383 217 8.5174
415 47 1.5999
362 79 5.9130
432 419 9.8410
108 112 2.6063
419 382 9.0352
264 409 3.2227
87 187 2.9247
51 457 3.8982
163 462 5.1260
32 31 8.0167
343 216 3.3932
5 70 5.1373
15 326 6.6206
22 262 6.4777
263 203 6.0881
42 308 1.1053
39 439 0.3773
76 284 4.2186
199 379 9.4908
115 150 5.1212
487 307 5.6730
466 197 0.3345
119 57 2.6773
234 307 3.5168
102 474 4.7407
2 372 7.4836
265 27 5.7773
258 495 2.6393
39 215 7.8823
299 113 6.5976
58 314 6.7542
43 206 7.3412
346 159 0.3942
419 87 2.4346
159 319 2.6996
292 262 3.5682
409 370 8.6283
384 371 0.6226
168 479 0.3080
190 0 5.8396
416 401 1.3862
175 86 5.4494
275 184 2.5425
119 121 9.5761
289 46 3.5095
308 408 9.6738
268 291 6.6812
131 409 8.2410
389 452 8.4587
283 120 3.3531
156 228 8.6939
8 363 3.7073
218 209 4.1684
188 51 0.8549
465 437 6.7424
483 406 1.0394
445 218 5.9001
115 117 9.4394
311 249 9.8531
97 253 5.0207
182 377 0.6168
242 316 6.1743
296 360 7.3417
113 444 0.8073
395 309 3.3965
15 434 9.2697
141 133 3.3683
316 442 6.6312
432 225 2.3073
367 257 0.0818
437 379 1.3846
326 260 0.5033
2 135 9.2165
346 441 4.6190
371 222 0.3267
315 337 1.6745
446 262 3.9464
304 61 5.2646
181 109 9.1310
408 177 2.4946
140 287 7.6576
424 499 6.1222
459 375 3.1421
164 214 2.2591
131 374 8.9132
63 111 5.2472
188 239 4.0852
290 37 5.6904
152 39 1.3825
494 176 6.6205
225 190 7.7304
297 313 4.7403
228 103 4.3166
136 49 1.6100
138 322 0.2215
129 478 4.0298
263 334 2.3395
69 239 9.8040
454 231 3.5096
406 80 5.6087
342 24 2.1210
302 466 3.8412
171 92 1.1953
462 408 1.0770
263 129 5.4541
6 386 6.8189
271 164 1.7170
9 434 8.0688
396 338 6.0738
13 16 1.5107
484 275 2.7386
439 82 9.6242
116 378 7.0342
240 340 8.3592
470 422 3.8313
203 89 6.1865
107 148 6.6444
60 295 0.2629
448 407 4.2363
372 148 8.3466
0 394 7.3377
434 142 5.6338
311 415 2.7903
192 423 5.2664
453 408 5.2174
397 29 2.2277
146 468 3.7857
159 447 4.4577
39 361 5.3605
156 244 2.6642
230 384 3.2445
124 267 6.5439
52 93 0.7642
477 45 1.0082
402 115 1.1605
389 415 8.3959
200 52 5.4166
463 311 6.4604
411 297 4.8471
351 26 6.0967
439 326 0.5232
400 435 7.9449
191 268 3.3253
488 59 5.7351
409 215 3.6050
234 491 0.8283
163 80 0.3411
298 151 0.8573
227 369 3.6228
70 367 3.4772
126 465 9.3179
316 231 1.7100
227 413 5.1176
115 381 5.2512
149 183 5.7499
296 433 5.9088
168 482 4.3782
475 280 7.7233
462 428 1.0092
476 319 0.6367
67 432 4.7716
432 469 3.7647
437 422 5.4725
138 421 4.4563
130 488 9.8761
306 214 3.3857
431 236 8.0788
164 422 2.3121
166 421 5.4253
68 397 8.0810
452 179 8.5824
194 491 4.2704
170 390 6.6465
377 61 8.2117
365 375 4.1415
298 53 8.9852
386 72 6.7740
471 49 8.8239
23 424 1.6303
148 324 6.4277
402 266 3.0967
169 227 0.2161
227 71 2.9864
164 396 4.2307
153 209 2.4433
426 214 4.4529
69 480 8.2285
413 388 8.2399
216 28 8.2468
36 23 5.5865
113 27 0.6148
72 214 5.5433
29 193 4.9424
382 170 3.1457
356 70 2.7125
352 491 5.3871
208 225 1.4947
427 180 2.6787
375 256 7.2654
289 100 9.7077
247 324 7.1640
214 101 3.1150
451 430 7.0479
175 463 4.0077
260 436 4.8779
493 400 5.0130
350 382 5.6157
422 453 7.2869
260 223 6.1514
267 362 7.9510
3 247 8.1660
303 499 0.5676
411 264 9.5831
80 224 6.2802
425 482 9.7103
469 269 3.4100
270 391 7.4356
364 457 3.1587
360 241 1.9341
311 223 2.1051
151 257 7.0066
169 358 8.6208
227 214 4.4182
204 499 7.1364
491 210 7.1108
315 23 5.4944
296 343 5.9846
180 312 7.0102
224 264 3.2417
396 358 3.3344
427 151 8.6059
173 59 8.3256
79 11 5.6855
259 160 2.5573
335 227 0.1607
57 175 6.4984
204 125 6.2520
106 484 5.6768
181 182 3.9486
41 191 3.0788
136 41 5.6067
340 83 5.5823
418 412 5.7078
461 456 5.8965
188 2 9.9920
237 208 8.0495
435 65 6.7996
257 213 9.3802
480 47 9.0515
326 25 2.1119
231 182 1.8864
493 377 4.7423
118 26 3.9732
298 342 1.2819
433 37 6.2625
179 47 8.6765
267 148 1.6625
43 418 2.8393
244 323 0.0793
315 1 7.6478
298 429 3.6884
304 187 7.6043
318 494 2.7697
220 162 8.1668
34 469 7.8464
361 126 5.3239
466 383 1.8458
300 28 6.6426
237 407 5.2349
225 25 3.8205
346 203 7.6867
199 353 8.3479
397 265 0.7513
141 442 7.7178
367 30 9.6920
406 446 2.5810
109 464 8.1495
80 111 6.0322
451 479 4.7265
10 178 9.4136
368 108 0.2946
419 153 7.8968
190 179 2.0910
194 273 0.5610
302 179 4.2624
271 305 6.2033
165 378 9.9510
6 264 5.7021
112 0 4.9236
310 90 1.1146
367 223 8.5275
215 57 9.6157
85 32 7.9118
479 41 4.6368
242 13 8.8096
453 457 4.2895
234 289 9.6032
380 368 6.9813
349 200 3.9603
129 419 1.8123
377 300 1.8248
66 212 9.5875
252 17 6.8359
292 407 0.9842
32 308 5.7765
276 11 8.9328
13 440 9.1277
246 96 7.0226
283 440 2.1098
26 80 6.0638
274 226 0.2335
435 481 5.7192
3 101 4.7595
494 286 2.9235
255 195 8.0564
296 150 1.9401
46 208 4.5491
290 69 1.8085
456 224 2.8280
295 309 2.8012
498 110 5.3176
35 179 9.4377
202 5 7.8287
442 103 1.8112
204 335 4.2252
134 228 0.0606
479 406 4.6524
445 358 0.0614
400 476 5.9490
383 157 9.0239
267 28 2.1028
184 255 8.2754
392 388 3.9843
363 184 0.0034
38 398 8.0832
387 215 4.2481
478 353 3.5675
309 438 5.8451
419 136 4.0820
111 429 4.9030
315 68 1.9638
0 292 1.7953
199 320 9.7153
299 204 9.7399
360 42 6.8556
421 338 2.6581
245 35 5.4171
311 319 3.9555
302 56 7.4539
347 475 4.7013
172 114 2.4670
421 113 4.5389
117 33 1.6149
113 400 2.4448
222 338 7.0251
68 433 1.7927
26 196 7.9630
85 40 8.5342
348 265 0.7154
362 260 2.6406
315 429 4.4811
329 20 2.7790
458 489 9.7680
308 351 6.0592
399 434 7.4407
322 278 2.6868
356 9 3.4447
250 453 1.0443
204 213 6.2749
431 60 7.8413
183 123 4.8853
413 260 5.0384
308 428 6.1125
98 354 7.9046
208 92 2.6373
310 429 6.6533
303 383 5.2932
68 417 5.2994
274 459 0.9749
475 91 7.1658
306 364 9.5019
410 498 8.0423
63 356 1.2052
202 471 0.3674
154 480 9.0743
372 357 1.6853
327 472 0.5121
329 480 8.9009
454 93 5.3898
319 367 5.0063
487 484 0.9796
472 40 3.6377
463 112 1.0220
438 300 1.3866
295 140 4.2394
227 465 0.4838
88 406 1.9127
76 69 2.9296
487 108 9.0764
94 22 9.3444
34 161 7.9492
486 42 7.7318
339 43 1.7867
261 124 5.6620
301 340 4.2097
14 73 7.2347
410 10 4.0171
53 172 6.0902
213 439 3.0147
485 35 6.9678
119 39 5.3402
267 312 4.0655
336 383 5.8557
345 430 6.9767
22 260 5.6392
48 468 7.1752
314 73 1.3014
224 69 9.6869
147 84 1.4227
139 417 0.5638
284 105 2.6519
176 312 8.2036
250 100 7.8643
321 295 4.9075
241 22 3.1453
490 321 2.6344
391 103 5.3033
469 133 9.7890
448 10 5.8289
281 110 5.6076
40 274 6.4459
256 299 0.1938
425 494 4.5791
358 416 7.9725
390 83 0.6809
100 256 5.4843
200 191 3.1759
204 316 0.1441
235 103 5.1844
27 166 0.8178
122 346 6.2069
283 249 0.7325
61 122 2.1461
85 105 9.9008
127 415 6.9568
183 167 6.9465
45 219 7.7649
211 184 4.2435
25 444 4.8658
360 425 5.7094
45 110 5.4740
245 184 4.9678
209 146 3.5074
468 216 6.9061
120 96 4.3132
328 414 2.1841
238 289 5.8772
154 247 2.2347
436 460 5.6751
391 451 9.8786
380 453 9.0687
299 313 9.7268
171 120 1.3105
70 278 5.9442
113 45 5.7343
137 404 6.5032
46 203 2.1052
147 117 8.5444
280 240 3.7542
88 86 7.1885
176 250 0.9089
25 263 9.0991
207 256 9.8235
315 376 4.6677
324 314 3.1934
344 14 2.2450
363 382 5.1599
10 8 9.5252
143 157 3.2574
12 189 4.3661
105 489 0.3688
12 161 3.9265
413 280 1.4315
484 111 3.1693
30 203 6.1958
292 324 2.8664
148 430 1.0889
401 84 7.9177
134 122 5.9623
242 284 8.7943
397 3 0.8660
285 493 6.0856
211 308 6.7028
371 152 3.3572
284 305 0.7203
280 474 2.0585
489 295 3.5452
156 134 3.7587
360 469 3.9194
424 18 5.9840
24 283 0.3231
312 329 3.1415
205 157 6.8094
293 2 5.3626
121 416 3.7053
348 336 6.6763
114 311 2.7378
342 394 3.0436
175 404 2.6301
330 272 4.0992
190 10 1.9933
107 12 6.4358
92 486 5.2071
287 154 8.0946
449 344 0.8923
131 420 4.7762
260 273 2.4201
197 499 8.1404
476 91 2.8635
250 471 0.2100
331 368 2.9203
173 268 4.4674
161 64 8.2713
396 477 6.2799
277 170 6.5226
42 440 5.4390
357 108 6.2563
348 474 0.9532
481 274 9.0103
128 488 4.7772
165 428 0.5131
374 63 1.3582
419 67 2.7691
375 273 7.1005
178 271 2.3865
98 151 8.8869
72 160 1.2740
454 405 6.9297
227 185 4.3530
379 252 3.6721
376 421 1.5694
88 52 3.3342
384 493 4.1245
305 250 0.9954
423 337 2.1693
70 412 9.3406
344 77 6.3536
40 401 2.3780
94 465 8.7898
463 478 0.3062
250 491 2.4737
124 24 4.2463
402 50 8.0627
441 356 8.1121
372 405 3.0008
380 319 6.6478
6 59 8.7689
118 220 9.9427
493 481 1.3947
442 92 2.1777
121 8 9.4247
419 420 8.6327
351 475 0.4177
452 345 9.7367
308 280 5.8762
348 181 5.7971
425 432 3.5754
18 301 7.0982
432 28 9.6390
116 107 6.5242
163 88 7.7799
440 377 9.9857
350 425 5.6213
429 314 1.8021
54 122 2.5748
146 307 3.2573
180 30 7.1722
28 336 6.1949
459 284 9.8440
157 241 3.9778
341 243 0.6172
247 200 6.6153
160 357 8.4488
428 100 0.7691
324 207 3.2287
346 480 7.3628
383 108 4.8844
269 364 1.5954
205 86 7.5464
262 118 5.0904
254 104 4.0089
187 368 0.9452
222 122 2.6421
162 149 1.7388
409 310 0.2957
453 474 2.4037
69 184 7.6887
352 98 3.9913
296 75 1.7444
110 113 4.2937
303 443 1.6472
332 400 1.9852
374 398 8.5000
201 486 2.7969
176 266 8.8817
250 393 4.9404
268 361 6.6295
442 16 0.8479
363 158 5.8192
299 356 2.5388
130 82 7.9411
92 335 7.4823
486 445 6.2398
29 68 0.6320
99 474 8.5945
214 215 6.9940
56 385 7.9218
315 395 4.5860
384 468 2.7986
134 280 0.2779
103 32 1.8560
407 226 9.3408
325 129 3.9356
289 299 1.7812
152 136 9.1076
298 390 0.8316
451 84 4.2952
468 175 4.9392
324 122 2.4360
213 247 6.4486
248 300 9.3077
169 456 6.2959
471 142 9.3545
125 478 7.4274
176 441 3.3314
388 487 5.0241
410 241 5.4454
469 259 6.6814
282 485 4.4187
298 211 1.2208
288 349 2.2750
426 339 4.3339
271 135 1.4377
201 246 9.7944
446 341 9.8932
173 152 0.4755
294 429 4.0042
61 228 4.9115
8 132 0.6560
240 37 6.0178
0 466 0.0547
458 211 8.2589
437 170 6.8365
378 233 8.2823
236 111 4.0893
185 193 7.5769
296 111 0.6210
396 203 3.5736
465 144 1.7866
254 189 6.1260
188 54 4.2665
208 180 4.1214
218 11 8.1499
384 99 3.2901
387 498 2.2222
167 335 6.4859
393 116 5.9365
134 155 6.8601
258 114 4.4222
162 359 8.8173
323 59 7.8891
172 90 9.5122
138 496 6.7135
156 87 4.8991
229 204 8.2707
239 263 6.6326
301 298 6.6762
137 418 1.4946
164 426 6.6990
14 460 4.3699
83 177 6.6376
441 126 2.2126
75 438 8.4296
382 355 4.6369
266 316 2.8324
177 346 2.2503
200 329 5.4416
170 155 8.2347
345 155 1.1771
384 454 5.2514
200 256 6.9664
81 297 3.0457
457 423 0.8255
447 213 8.7368
60 133 2.5793
420 17 1.2935
286 260 2.8242
247 146 3.6353
125 37 8.5387
277 373 6.5331
440 459 8.3332
10 380 8.3066
12 294 8.4944
0 15 2.7963
359 30 2.3129
203 306 0.8968
481 258 2.4316
2 110 1.6053
290 97 5.6326
310 59 0.8900
434 365 7.2366
36 249 5.8627
46 90 2.9245
84 109 4.2275
220 199 2.3392
36 201 4.3329
404 90 5.6162
37 393 9.0087
4 393 6.4588
345 444 6.7687
142 106 4.2532
110 300 2.1250
331 33 7.7058
127 42 7.9240
491 222 8.8498
67 99 4.3130
421 152 5.2589
195 408 5.2742
460 7 2.7228
385 329 2.2672
68 478 3.5352
23 142 9.1578
301 348 9.4132
101 469 4.8382
363 172 4.1047
427 55 7.3164
27 356 4.6556
395 181 0.2324
0 337 0.2352
257 277 6.3095
460 384 3.6757
23 319 1.8159
299 354 9.0525
446 83 3.9440
148 166 8.0123
344 201 9.2939
307 324 0.8332
378 493 1.8979
470 387 0.1687
418 401 8.0254
3 44 6.3495
207 77 5.7023
442 153 4.9182
190 97 3.9566
99 371 4.7029
20 137 1.5667
362 142 7.1586
419 43 9.0813
3 276 2.2389
237 325 4.9597
453 248 0.8506
465 59 8.0077
83 305 5.9946
428 410 5.1004
164 70 5.8013
192 201 2.5886
319 396 0.4266
280 102 3.4293
373 138 1.4779
485 458 0.5732
101 231 9.3475
251 110 4.8605
61 195 8.6569
321 16 5.8341
196 293 3.8356
24 144 4.8254
346 289 0.9262
22 248 3.3361
128 203 9.3990
120 270 8.6481
470 58 1.1781
492 456 3.9536
74 470 8.3460
349 177 1.3514
276 363 3.4068
414 316 3.8140
225 23 9.7273
321 456 8.2189
161 160 2.3229
98 97 9.6914
225 127 5.2834
417 384 2.7692
18 125 4.0058
9 120 7.2525
70 488 1.9915
454 481 5.1075
140 347 7.4324
22 137 4.1977
410 450 1.5691
403 155 7.8893
423 65 9.1008
251 265 5.4749
420 297 7.7940
37 195 6.4606
461 63 7.4798
168 236 8.4657
238 438 6.2892
251 41 8.5874
378 94 2.5641
17 425 0.1844
492 308 6.4756
189 429 7.9358
32 494 5.2539
196 239 4.3866
384 344 1.3506
315 4 1.3615
43 390 0.0526
30 157 1.3139
305 91 3.2636
472 219 6.5510
141 354 6.3808
393 200 8.2028
6 379 0.0704
35 469 9.8213
192 299 4.3072
380 351 6.4504
68 239 0.1102
465 174 9.5298
189 450 7.1773
82 225 0.4641
338 266 0.9932
329 202 6.2269
223 175 5.0104
88 21 3.1750
166 52 5.5833
437 203 7.1484
461 166 4.0273
131 253 4.5703
237 272 1.3368
26 357 0.7071
364 286 5.7822
167 442 4.7109
307 422 9.7616
426 252 5.0266
350 15 8.0838
245 176 9.4002
473 396 9.4507
385 33 0.6545
262 362 9.1845
79 403 5.1454
489 461 1.2322
334 258 1.8436
365 331 0.3378
401 419 0.0521
247 155 1.1621
201 196 1.2466
423 396 5.9804
331 221 7.3586
359 145 1.5078
